fecha,PRECIP_mm,EVAP_mm,TMAX_c,TMIN_c,almacenamiento_hm3
05/04/2021,0,6.79,27.5,17.5,4239.09
06/04/2021,0,6.14,29.5,17,4228.42
07/04/2021,0,7.47,28.5,16,4228.42
08/04/2021,0,7.29,32,17,4217.75
09/04/2021,0,7.33,32.5,17.5,4207.38
10/04/2021,0,7.35,32.5,17,4197.01
11/04/2021,0,6.89,31.5,16.5,4186.63
12/04/2021,0,6.67,32,17,4186.63
13/04/2021,0,7.05,29.5,17,4176.26
14/04/2021,0,7.23,33,17.5,4165.89
15/04/2021,0,7.67,34,18,4155.51
16/04/2021,0,7.13,30,17.5,4155.51
17/04/2021,0,7.27,32,17,4145.14
18/04/2021,0,7.5,31.5,16,4145.14
19/04/2021,0,7.26,32,15,4124.39
20/04/2021,0,7.55,31.5,15.5,4124.39
21/04/2021,0,6.17,28,16,4114.02
22/04/2021,0,6.21,31,16.5,4103.65
23/04/2021,0,7.26,33,16.5,4093.27
24/04/2021,0,5.89,30.5,17,4082.9
25/04/2021,0,5.71,30,17.5,4082.9
26/04/2021,0,5.98,32.5,18,4072.53
27/04/2021,0,5.83,30.5,17.5,4062.15
28/04/2021,0,7.53,33.5,18,4062.15
29/04/2021,0,6.04,33,17.5,4051.78
30/04/2021,0,6.67,33,17.5,4041.41
01/05/2021,0,7.12,31.5,17,4031.03
02/05/2021,0,6.7,32,16,4020.66
03/05/2021,0,6.73,32,15.5,4010.29
04/05/2021,0,6.15,32,15,3999.92
05/05/2021,0,6.95,30,15.5,3999.92
06/05/2021,0,6.39,30.5,17,3989.54
07/05/2021,0,5.78,30.5,18.5,3979.17
08/05/2021,0,4.63,29.5,19,3968.8
09/05/2021,0.2,4.89,31,19,3958.42
10/05/2021,1.6,3.27,31,17,3968.8
11/05/2021,2.4,3.27,31,17,3948.05
12/05/2021,9.5,5.46,32,17.5,3948.05
13/05/2021,0.2,5.92,28,16.5,3937.68
14/05/2021,2.4,2.93,25,17.5,3937.68
15/05/2021,0.2,4.75,28,18,3927.3
16/05/2021,0,4.95,32,18,3927.3
17/05/2021,0,5.79,32,18,3927.3
18/05/2021,0,6.16,32,17,3916.93
19/05/2021,0,7.14,32.5,17,3916.93
20/05/2021,0,6.23,29.5,16,3906.56
21/05/2021,0,6.06,30.5,16.5,3906.56
22/05/2021,0,6.32,32.5,17.5,3896.18
23/05/2021,0,6.4,30,18,3896.18
24/05/2021,0,6.93,33,18.5,3885.81
25/05/2021,0,6.32,33.5,19,3885.81
26/05/2021,0,5.9,34,19.5,3875.44
27/05/2021,0,6.12,33,20,3875.44
28/05/2021,0,6.9,33,20,3865.06
29/05/2021,0,6.56,33,19.5,3865.06
30/05/2021,0,6.24,34,20,3854.69
31/05/2021,0,6.08,31,20.5,3844.32
01/06/2021,3.2,5,30.5,19.5,3844.32
02/06/2021,1.5,1.99,25,18,3833.94
03/06/2021,1.1,3.13,27.5,17,3833.94
04/06/2021,0,3.2,26,17,3823.571
05/06/2021,0,4.52,31,17,3823.57
06/06/2021,0,5.59,32,18,3823.57
07/06/2021,0,6.06,33,19,3813.2
08/06/2021,0,6.01,32.5,20,3813.2
09/06/2021,0,5.45,32,21,3802.82
10/06/2021,0,6.83,32,21,3802.82
11/06/2021,0,6.45,30,20,3792.45
12/06/2021,7.4,4.57,30,20,3792.45
13/06/2021,20.7,2.23,27,17.5,3792.45
14/06/2021,0.8,4.18,27.5,17,3792.45
15/06/2021,0,5.84,29.5,18,3782.08
16/06/2021,0,7.81,30,18.5,3782.08
17/06/2021,0,5.72,29,19,3782.08
18/06/2021,3.2,4.49,29.5,19,3771.71
19/06/2021,23.4,2.31,21.5,18,3771.71
20/06/2021,0.2,3.87,27,17.5,3771.71
21/06/2021,0,5.6,30,18,3771.71
22/06/2021,2.9,1.53,24,19,3771.71
23/06/2021,0.1,3.68,24.5,18,3771.71
24/06/2021,3.1,4.28,30,18.5,3771.71
25/06/2021,3.1,4.58,28.5,17,3782.08
26/06/2021,4.1,2.24,23,17,3782.08
27/06/2021,3.2,0.64,21.5,16.5,3792.45
28/06/2021,0.7,1.18,22.5,17,3802.82
29/06/2021,0,3.89,27.5,17.5,3802.82
30/06/2021,4.2,4.97,27,17,3813.2
01/07/2021,23.8,1.64,26,17.5,3813.2
02/07/2021,1.7,3.15,26,18,3813.2
03/07/2021,0,4.47,27.5,18,3823.57
04/07/2021,0,5.59,28,17.5,3833.94
05/07/2021,0,5.11,28.5,18,3833.94
06/07/2021,1.8,4.63,30.5,18.5,3844.32
07/07/2021,0,4.5,30,19,3844.32
08/07/2021,21.9,1.08,26.5,19.5,3854.69
09/07/2021,4.3,3.06,27.5,18.5,3865.06
10/07/2021,6.7,4.85,28,19,3875.44
11/07/2021,28.1,3.17,26.5,18,3885.81
12/07/2021,2.3,4.32,25.5,17,3906.56
13/07/2021,11.8,4.07,27,17,3927.3
14/07/2021,0,4.84,25,16.5,3958.42
15/07/2021,1.4,4.13,27,17,3979.17
16/07/2021,0.2,2.76,26,17.5,3999.92
17/07/2021,0.5,4.65,27,18,4020.66
18/07/2021,16.1,4.13,28,18,4041.41
19/07/2021,0,4.06,27,17,4062.15
20/07/2021,13.1,4.26,29,17,4082.9
21/07/2021,1.3,1.73,22.5,17.5,4093.27
22/07/2021,0.1,3.89,26,17.5,4114.02
23/07/2021,0,5.27,28,18,4124.39
24/07/2021,0,4.76,28,18.5,4134.77
25/07/2021,0,4.91,29,18,4145.14
26/07/2021,0.01,4.68,28.5,18.5,4155.51
27/07/2021,0,4.99,28,18,4165.89
28/07/2021,4.8,4.49,27,19,4165.89
29/07/2021,4.8,4.51,27,18.5,4176.26
30/07/2021,3.9,3.36,28.5,18,4176.26
31/07/2021,2.1,4.86,28,18.5,4186.63
01/08/2021,45.1,3.03,28.5,17.5,4186.63
02/08/2021,0,3.2,27,16.5,4197.01
03/08/2021,0,4.91,27.5,17,4207.38
04/08/2021,23.5,2.21,26.5,18.5,4207.38
05/08/2021,5.1,3.81,26,17.5,4217.75
06/08/2021,3.9,4.17,25.5,16.5,4228.42
07/08/2021,0.5,5.21,26,18,4228.42
08/08/2021,1.6,4.98,26,18.5,4239.09
09/08/2021,9.3,3.75,27,18.5,4249.76
10/08/2021,0,5.72,27.5,17,4260.43
11/08/2021,9.8,3.63,27,17.5,4271.1
12/08/2021,7.9,4.31,25.5,16.5,4292.43
13/08/2021,31.5,4.19,25.5,17,4313.77
14/08/2021,0,4.91,26,16,4335.11
15/08/2021,0,4.71,26,16.5,4367.11
16/08/2021,0.01,3.47,27.5,17.5,4388.45
17/08/2021,8.9,3.6,26.5,18.5,4408.008333333332
18/08/2021,0.5,4.35,28.5,18,4431.12
19/08/2021,5.8,6.1,27,18.5,4452.46
20/08/2021,15.1,4.53,27,18,4473.8
21/08/2021,1.2,3.89,25.5,18,4505.8
22/08/2021,17.7,1.87,25,19,4527.14
23/08/2021,0,5.8,27,18,4548.48
24/08/2021,14.5,4.85,26.5,18,4569.81
25/08/2021,0.5,5.9,27.5,17.5,4580.48
26/08/2021,0,5.96,27,18,4591.15
27/08/2021,5.1,2.96,23,17.5,4601.82
28/08/2021,7.8,0.61,20.5,17,4601.82
29/08/2021,0.5,2.62,27,17.5,4612.49
30/08/2021,0,5.83,27.5,17.5,4612.49
31/08/2021,0,4.83,27,18,4612.49
01/09/2021,53.4,3.24,27,18.5,4623.16
02/09/2021,22.1,3.93,25,17,4633.83
03/09/2021,1.5,3.73,25,17.5,4655.16
04/09/2021,2.6,4.5,26.5,18,4687.17
05/09/2021,22.1,4.89,27,17.5,4719.17
06/09/2021,47.3,2.85,24.5,17,4762.1
07/09/2021,0.1,4.28,25.5,16.5,4805.777
08/09/2021,0.2,3.86,25,17,4849.45
09/09/2021,0,5.33,27.5,18,4882.21
10/09/2021,0,5.68,26,18.5,4925.89
11/09/2021,0.5,6.11,25.3,17.5,4958.64
12/09/2021,0,5.69,26,17,4991.4
13/09/2021,1.2,4.46,29,17.5,5013.24
14/09/2021,0.7,4.15,28,18.5,5035.08
15/09/2021,0,5.2,28,18.5,5046
16/09/2021,10.1,4.7,27.5,19,5056.92
17/09/2021,8.2,5,29,18.5,5056.92
18/09/2021,38.5,3.24,26.5,17.5,5067.83
19/09/2021,0.1,2.85,23.5,17,5089.67
20/09/2021,0,5.14,27,17.5,5111.51
21/09/2021,1.7,5,27.5,18,5133.35
22/09/2021,0,5.54,28.5,17.5,5155.19
23/09/2021,0,5.05,27,17,5177.03
24/09/2021,0,5.64,27.5,18,5198.86
25/09/2021,0,4.88,27,18.5,5220.7
26/09/2021,0,3.25,25.5,18.5,5242.54
27/09/2021,0.2,3.64,27.5,18,5264.38
28/09/2021,8.8,2.33,25,18.5,5286.22
29/09/2021,0,3.91,25.5,17.5,5308.26
30/09/2021,0.01,2.51,26.5,18.5,5330.52
01/10/2021,6.8,5.72,26.5,17.5,5341.65
02/10/2021,0,4.66,28,17,5363.9
03/10/2021,6.3,4.49,27,17.5,5375.03
04/10/2021,30.3,3.89,24.5,17.5,5397.29
05/10/2021,15.4,2.75,22.5,17,5430.67
06/10/2021,1.3,3.85,24.5,16.5,5475.19
07/10/2021,0,4.93,27,16.5,5508.57
08/10/2021,0,5.3,27.5,17,5541.96
09/10/2021,0.6,4.85,29,17,5564.21
10/10/2021,0,3.83,30.5,18,5597.6
11/10/2021,0,4.83,28,18,5619.85
12/10/2021,0,4.78,27.5,17,5642.11
13/10/2021,0.4,4.69,30,17.5,5675.5
14/10/2021,0,4.96,28,17,5697.75
15/10/2021,0,4.56,29,17,5720.01
16/10/2021,0,5.5,26,18,5742.26
17/10/2021,0,4.41,26.5,16.5,5764.52
18/10/2021,0,4.23,27,16.5,5775.65
19/10/2021,0,4.21,27.5,17,5786.78
20/10/2021,0,4.02,28,17.5,5797.9
21/10/2021,0,4.7,29.5,18,5809.03
22/10/2021,0,3.9,27.5,17.5,5809.03
23/10/2021,0,2.53,25,17.5,5820.16
24/10/2021,0.01,1.83,25,17,5820.16
25/10/2021,5.7,1.36,21.5,17.5,5831.29
26/10/2021,0,4.02,28,16.5,5831.29
27/10/2021,0,3.1,26,16.5,5842.42
28/10/2021,0,3.91,27.5,17,5846.150000000001
29/10/2021,0,3.47,28,17,5853.55
30/10/2021,1.1,3.9,27,17.5,5853.55
31/10/2021,0,2.71,23.5,16.5,5864.8
01/11/2021,0,3.78,27,16,5864.8
02/11/2021,0,4.78,26,16.5,5876
03/11/2021,0,3.93,26.5,15.5,5876
04/11/2021,0,3.86,25,16,5887.31
05/11/2021,0,4.39,25,16.5,5887.31
06/11/2021,0,4.73,26,16,5898.57
07/11/2021,0,4.84,27,15,5898.57
08/11/2021,0,4.31,25,15,5909.83
09/11/2021,0,4.35,25.5,14.5,5909.83
10/11/2021,0,4.54,24.5,14,5909.83
11/11/2021,0,3.84,25,15,5921.08
12/11/2021,0,4.03,26,16,5921.08
13/11/2021,0,6.71,22.5,15,5921.08
14/11/2021,0,4.01,23.5,13.5,5921.08
15/11/2021,0,4.02,24,14,5932.34
16/11/2021,0,4.03,24,13,5932.34
17/11/2021,0,3.24,25,14,5932.34
18/11/2021,0,5.25,25,14,5932.34
19/11/2021,0,4.68,26,14.5,5932.34
20/11/2021,0,3.57,24.5,13.5,5932.34
21/11/2021,0,4.05,25,14.5,5943.6
22/11/2021,0,3.52,27,15,5943.6
23/11/2021,0,3.99,24,15,5943.6
24/11/2021,0,3.96,25,14.5,5943.6
25/11/2021,0,5.11,24.5,13,5943.6
26/11/2021,0,3.73,26,13.5,5943.6
27/11/2021,0,3.27,24.5,14.5,5943.6
28/11/2021,0,3.42,24,14.5,5943.6
29/11/2021,0,3.75,25,15,5954.85
30/11/2021,0,2.84,24.5,15,5954.85
01/12/2021,0,3.3433333333333337,24.333333333333332,14.333333333333334,5954.85
02/12/2021,0,3.3305555555555557,24.388888888888886,14.305555555555557,5954.85
03/12/2021,0,3.260648148148148,24.287037037037038,14.189814814814815,5954.85
04/12/2021,0,3.3307561728395068,24.25154320987654,14.054783950617285,5954.85
05/12/2021,0,3.3286599794238687,24.23791152263375,14.008359053497943,5966.11
06/12/2021,0,3.3283440500685875,24.212748628257888,13.958826303155007,5966.11
07/12/2021,0,3.3396267003886604,24.200367226794697,13.920328217878373,5966.11
08/12/2021,0,3.3411051216468532,24.191837896281054,13.897918929088553,5966.11
09/12/2021,0,3.3431793120173503,24.18415895855561,13.879512241686989,5966.11
10/12/2021,0,3.3456518556754773,24.17939401360523,13.866293231442318,5966.11
11/12/2021,0,3.3466560482232803,24.17589847807365,13.857287400369643,5966.11
12/12/2021,0,3.347581202652685,24.173241908372415,13.850515478916492,5977.37
13/12/2021,0,3.348314851091907,24.17142240000855,13.845682685121409,5977.37
14/12/2021,0,3.3487586836613126,24.170093797742435,13.842247594067922,5977.37
15/12/2021,0,3.3491091229009844,24.169126351020566,13.839740959684304,5977.37
16/12/2021,0,3.3493637762757005,24.16844042479526,13.83794520647894,5977.37
17/12/2021,0,3.3495385971396665,24.167943428926378,13.836655626705195,5977.37
18/12/2021,0,3.349668582719392,24.167585034123704,13.83572363214474,5966.11
19/12/2021,0,3.349761826,24.167328147974228,13.835054077554814,5966.11
20/12/2021,0,3.3498281676469204,24.16714276850405,13.834572222734124,5966.11
21/12/2021,0,3.349876429398129,24.167009325100327,13.834224988738947,5966.11
22/12/2021,0,3.349911070511252,24.166913373596433,13.833975214837983,5966.11
23/12/2021,0,3.3499359445927173,24.16684424453347,13.833795404385176,5954.85
24/12/2021,0,3.349953907417017,24.166794490538376,13.83366593466035,5954.85
25/12/2021,0,3.3499668204201645,24.166758684778046,13.833572758980585,5954.85
26/12/2021,0,3.349976112,24.166732903308315,13.833505683004352,5943.6
27/12/2021,0,3.349982806651472,24.16671434643746,13.833457396107548,5943.6
28/12/2021,0,3.349987623190548,24.166700989087303,13.833422639682082,5943.6
29/12/2021,0,3.349991090318945,24.166691373138846,13.833397619798996,5932.34
30/12/2021,0,3.3499935866934947,24.16668445144394,13.833379609264773,5932.34
31/12/2021,0,3.349995383367165,24.166679468945016,13.833366644790976,5932.34
01/01/2022,0,3.29,23.5,14,5921.08
02/01/2022,0,3.6,25.5,13.5,5921.08
03/01/2022,0,3.16,23.5,14,5921.08
04/01/2022,0,3.33,25,14,5909.83
05/01/2022,0,3.29,26.5,14.5,5909.83
06/01/2022,0,3.56,24,14,5909.83
07/01/2022,0,4.03,25,14.5,5898.57
08/01/2022,0,3.96,24.5,14,5898.57
09/01/2022,0,4.07,25,13.5,5887.31
10/01/2022,0,3.92,24,14,5887.31
11/01/2022,0,3.76,23.5,13.5,5876.06
12/01/2022,0,3.75,24.5,13,5876.06
13/01/2022,0,4.32,25.5,14,5864.8
14/01/2022,0,3.98,24,13.5,5864.8
15/01/2022,0,4.85,25,13.5,5853.55
16/01/2022,0,4.32,23,14,5853.55
17/01/2022,0,3.76,25,14,5842.42
18/01/2022,0,4.07,24,13.5,5842.42
19/01/2022,0,3.52,23.5,13,5831.29
20/01/2022,0,2.84,23,13.5,5831.29
21/01/2022,0,2.69,22,14.5,5820.16
22/01/2022,0,3.55,25,14,5820.16
23/01/2022,0,3.64,23,13,5809.03
24/01/2022,0,2.66,24.5,14,5809.03
25/01/2022,0,3.97,27,14,5797.9
26/01/2022,0,3.7,24,13,5797.9
27/01/2022,0,4.19,24,13.5,5786.78
28/01/2022,0,4,25,14,5786.78
29/01/2022,0,3.7,27.5,13.5,5775.65
30/01/2022,0,4.7,26,14,5775.65
31/01/2022,0,5.36,26,13.5,5764.52
01/02/2022,0,5.81,26.5,13,5753.39
02/02/2022,0,5.04,27,13,5753.39
03/02/2022,0,5.27,28.5,13,5742.26
04/02/2022,0,4.45,23,13.5,5731.14
05/02/2022,0,4.49,23,13,5731.14
06/02/2022,0,5.01,27.5,13.5,5720.01
07/02/2022,0,5.02,28,14,5708.88
08/02/2022,0,4.23,21.5,11.5,5708.88
09/02/2022,0,4.81,26,11.5,5697.75
10/02/2022,0,5.31,27.5,12.5,5686.62
11/02/2022,0,4.94,24,12,5686.62
12/02/2022,0,3.1,19.5,12,5675.5
13/02/2022,1.5,4.25,22,13,5664.37
14/02/2022,0.1,3.44,22.5,14,5664.37
15/02/2022,0,4.02,25,13.5,5653.24
16/02/2022,0,5.3,28,14,5653.24
17/02/2022,0,5.04,27,14,5642.11
18/02/2022,0,4.93,26.5,14.5,5630.98
19/02/2022,4.6,4.12,25,15.5,5630.98
20/02/2022,0,4.52,26,15,5619.85
21/02/2022,0,5.51,29.5,15,5619.85
22/02/2022,0,5.4,25.5,15.5,5608.73
23/02/2022,0,5.11,31,15.5,5608.73
24/02/2022,0,4.95,27.5,15.5,5597.6
25/02/2022,0,5.05,28.5,16.5,5597.6
26/02/2022,0,5.12,28,17,5586.47
27/02/2022,0,5.18,28,16,5586.47
28/02/2022,0,4.69,27.5,16.5,5575.34
01/03/2022,0,5.99,29.5,16,5575.34
02/03/2022,0,6.37,29.5,15.5,5564.21
03/03/2022,0,5.72,31,16,5564.21
04/03/2022,0,5.73,28,16,5553.08
05/03/2022,0,6.01,26,15.5,5553.08
06/03/2022,0,5.87,28,15,5541.96
07/03/2022,0,5.36,26.5,15,5541.96
08/03/2022,0,6.56,28,15,5530.83
09/03/2022,0,6.45,30.5,15.5,5530.83
10/03/2022,0,6.58,30,14.5,5519.7
11/03/2022,0,6.26,29,13.5,5508.57
12/03/2022,0,6.2,27,14,5508.57
13/03/2022,0,6.3,27,15,5497.44
14/03/2022,0,5.77,28,15.5,5486.31
15/03/2022,0,5.78,29,16,5486.31
16/03/2022,0,6.57,19.5,17,5475.19
17/03/2022,0,6.8,31,16,5464.06
18/03/2022,0,6.43,26.5,15,5464.06
19/03/2022,0,6.21,27.5,14.5,5452.93
20/03/2022,0,6.84,29,15,5441.8
21/03/2022,0,7.68,32,16.5,5441.8
22/03/2022,0,7.14,31.5,16,5430.67
23/03/2022,0,7.2,30.5,14.5,5419.55
24/03/2022,0,7.26,26,15,5408.42
25/03/2022,0,6.24,28,15.5,5397.29
26/03/2022,0,6.53,26.5,15.5,5397.29
27/03/2022,0,6.44,30,16,5386.16
28/03/2022,0,6.76,29.5,16.5,5375.03
29/03/2022,0,7.56,31,17,5375.03
30/03/2022,0,7.1,31,17,5363.9
31/03/2022,0,6.9,31,16,5352.77
01/04/2022,0,6.73,30,15.5,5341.65
02/04/2022,0,6.59,31,16,5341.65
03/04/2022,0,6.78,30.5,16.5,5330.52
04/04/2022,0,7.81,32.5,17,5319.39
05/04/2022,0,7.13,30,16,5308.26
06/04/2022,0,6.59,28,16,5308.26
07/04/2022,0,6.38,29,16.5,5297.14
08/04/2022,0,6.49,27,17.5,5286.22
09/04/2022,0,5.74,26.5,18,5275.3
10/04/2022,1.6,6.34,30.5,17.5,5275.3
11/04/2022,0,5.87,30,16,5264.38
12/04/2022,0,6.53,30.5,16.5,5253.46
13/04/2022,0,6.46,31,17.5,5242.54
14/04/2022,0,6.75,27.5,18,5242.54
15/04/2022,0,7.26,30,17.5,5231.62
16/04/2022,0,7.58,31,18,5220.7
17/04/2022,0,7.19,32.5,18,5209.78
18/04/2022,0,7.11,29.5,19,5198.86
19/04/2022,0,7.87,32.5,19,5198.86
20/04/2022,0,7.51,33,19.5,5187.94
21/04/2022,0,7.1,31,18,5177.03
22/04/2022,0,6.67,30.5,18,5166.11
23/04/2022,0,7.32,32,17,5155.19
24/04/2022,0,6.31,32.5,17.5,5155.19
25/04/2022,0,7.74,32,18,5144.27
26/04/2022,0,7.6,30,18,5144.27
27/04/2022,0,6.22,29,17.5,5122.43
28/04/2022,0,7.13,31.5,17.5,5111.51
29/04/2022,0,7.74,32,17.5,5100.59
30/04/2022,0,6.77,29.5,17,5089.67
01/05/2022,0,6.78,29.5,17,5089.67
02/05/2022,0,6.79,32.5,16.5,5078.75
03/05/2022,0,4.96,29,17,5067.83
04/05/2022,0,5.89,30.5,18,5056.92
05/05/2022,0,5.18,30.5,18.5,5046
06/05/2022,0,7.26,33.5,18.5,5035.08
07/05/2022,0,6.55,34,19,5024.16
08/05/2022,0,7.61,33.5,19.5,5013.24
09/05/2022,0,6.85,34,20,5013.24
10/05/2022,0,6.25,31,20,5002.32
11/05/2022,0,6.66,33,20.5,4991.4
12/05/2022,0,6.76,31,21,4980.48
13/05/2022,0,6.39,31.5,19,4969.56
14/05/2022,11.9,6.81,33,19.5,4958.64
15/05/2022,0,4.25,29.5,17,4958.64
16/05/2022,0,6.01,30,17,4947.73
17/05/2022,0,6.52,33.5,19,4947.73
18/05/2022,0,6.35,31,19.5,4936.81
19/05/2022,0,7.48,33.5,18.5,4936.81
20/05/2022,0,6.57,33,19,4925.89
21/05/2022,0,6.55,33.5,19,4925.89
22/05/2022,0,6.58,32,18,4914.97
23/05/2022,0,6.86,34,19,4914.97
24/05/2022,0,6.53,34,18.5,4904.05
25/05/2022,0,6.29,31,18.5,4904.05
26/05/2022,0,5.6,32,19,4893.13
27/05/2022,0,6.54,33,20,4893.13
28/05/2022,8.7,6.61,32,20.5,4882.21
29/05/2022,0,5.93,31,18,4882.21
30/05/2022,0,6.51,29,18.5,4871.29
31/05/2022,16.1,3.65,30,18.5,4871.29
01/06/2022,7.7,6.05,30,18.5,4871.29
02/06/2022,0,5.82,31,19,4860.37
03/06/2022,0,6.64,29.5,19.5,4860.37
04/06/2022,1.6,5.06,30,20,4849.45
05/06/2022,0,5.13,29,18,4849.45
06/06/2022,0.01,6.07,30.5,19,4838.53
07/06/2022,0,6.24,33.5,20,4838.53
08/06/2022,32.6,5.64,28,21,4827.62
09/06/2022,35.6,4.84,30.5,15,4827.62
10/06/2022,0,5.45,28,16,4827.62
11/06/2022,5.8,5.67,29.5,18,4827.62
12/06/2022,5.7,4.98,29.5,18,4827.62
13/06/2022,0,5.52,28,16.5,4827.62
14/06/2022,0.8,5.03,28,17,4827.62
15/06/2022,16.9,4,27,18,4827.62
16/06/2022,0.01,4.77,26.5,18,4838.53
17/06/2022,0,6.22,27,18.5,4838.53
18/06/2022,0,5.99,28,19,4838.53
19/06/2022,15.2,4.46,28.5,19,4838.53
20/06/2022,0.3,4.65,28,18,4838.53
21/06/2022,0,5.65,29.5,18.5,4838.53
22/06/2022,0.01,5.64,27,19.5,4838.53
23/06/2022,0,4.12,24,19.5,4838.53
24/06/2022,0,3.97,27,19,4838.53
25/06/2022,2.7,3.17,25.5,19.5,4838.53
26/06/2022,0,3.53,28,17.5,4838.53
27/06/2022,24.9,3.69,29.5,17.5,4838.53
28/06/2022,0,4.46,28.5,17,4849.45
29/06/2022,10.9,1.82,26.5,17.5,4849.45
30/06/2022,0,4.49,27.5,17.5,4849.45
01/07/2022,0,5.32,30.5,18,4860.37
02/07/2022,0.8,3.95,28.5,19,4860.37
03/07/2022,0,5.92,29,18,4860.37
04/07/2022,2.3,4.47,29.5,18.5,4860.37
05/07/2022,35.1,3.33,27.5,19,4860.37
06/07/2022,0.2,3.1,26,16.5,4871.29
07/07/2022,3.6,4.13,28,17,4871.29
08/07/2022,7.1,4.06,27.5,18.5,4882.21
09/07/2022,9.3,4.45,29,17,4882.21
10/07/2022,0,5.55,28.5,17.5,4893.13
11/07/2022,11.5,5.7,29.5,18.5,4893.13
12/07/2022,0,5.35,29.5,16.5,4904.05
13/07/2022,7.6,4.79,28.5,18,4904.05
14/07/2022,8.7,4.58,27,17.5,4914.97
15/07/2022,18.4,5.38,26.5,17.5,4925.89
16/07/2022,31.1,1.67,26,16.5,4936.81
17/07/2022,6.3,3.44,25.5,17.5,4947.73
18/07/2022,0,2.81,26,16.5,4969.56
19/07/2022,0.2,3.91,29,16.5,4991.4
20/07/2022,0.01,4.74,30,17,5013.24
21/07/2022,0,5.2,30,18,5024.16
22/07/2022,0,4.87,30,19,5035.08
23/07/2022,0.01,4.68,27.5,19,5046
24/07/2022,2.7,4.57,28.5,18,5046
25/07/2022,23.1,3.06,26.5,18,5056.92
26/07/2022,9.2,3.34,27,18,5067.83
27/07/2022,29.4,1.7,26.5,17,5078.75
28/07/2022,0,4.57,25,16.5,5089.67
29/07/2022,46.4,4.19,29,17,5100.59
30/07/2022,4.6,5.57,26,16,5122.43
31/07/2022,17.9,4.33,26,17,5133.35
01/08/2022,3.7,4.44,25.5,16,5155.19
02/08/2022,0,3.09,25,16.5,5166.11
03/08/2022,9.1,2.28,26,17.5,5177.03
04/08/2022,20.6,3.28,29,17,5198.86
05/08/2022,0,4.66,27.5,15,5209.78
06/08/2022,0,5.23,26,16.5,5220.7
07/08/2022,10.1,4.84,28,17.5,5231.62
08/08/2022,2.6,4.67,26.5,17,5242.54
09/08/2022,0,4.4,26,17.5,5253.46
10/08/2022,0,5.15,27,18,5264.38
11/08/2022,0,5.25,26,18.5,5264.38
12/08/2022,0,5.16,28,18,5275.3
13/08/2022,0,4.52,28.5,18.5,5275.3
14/08/2022,3.3,3.21,27.5,18,5275.3
15/08/2022,5.6,1.76,26,18.5,5286.22
16/08/2022,6.6,5.92,27.5,18,5286.22
17/08/2022,0.01,4.7,26,17.5,5297.14
18/08/2022,6.7,4.59,28,17,5308.26
19/08/2022,9.1,6.76,27.5,17,5330.52
20/08/2022,0.3,4.93,28,17.5,5352.78
21/08/2022,6.3,4.1,28.5,17.5,5386.16
22/08/2022,0,5.21,27,17.5,5408.42
23/08/2022,53.6,5.97,29.5,18,5430.67
24/08/2022,0,5.04,27,15.5,5452.93
25/08/2022,10.3,5.46,28,17,5475.19
26/08/2022,2.7,5.86,26.5,17,5497.44
27/08/2022,0,5.5,27,17.5,5508.57
28/08/2022,5.7,5.69,28,18.5,5519.7
29/08/2022,32.4,4.18,27,18.5,5530.83
30/08/2022,1.8,5.06,26,17,5541.95
31/08/2022,0.4,4.26,26,17.5,5564.21
01/09/2022,0,6.28,27,18.5,5575.34
02/09/2022,0,5.43,28,18.5,5597.6
03/09/2022,0,7.16,27,19,5619.85
04/09/2022,1.6,6.12,27,19,5642.11
05/09/2022,0.3,2.17,24,19.5,5664.37
06/09/2022,1.1,3.94,25,19.5,5675.5
07/09/2022,0,5.14,27,17,5686.62
08/09/2022,0,5.34,29.5,18,5686.62
09/09/2022,8.3,5.42,29.5,19,5686.62
10/09/2022,21.9,2.42,28.5,18,5697.75
11/09/2022,0,5.4,27,17.5,5697.75
12/09/2022,0,5.53,26,18,5708.88
13/09/2022,1.8,4.22,26.5,17.5,5708.88
14/09/2022,0,6.25,28,18,5720.01
15/09/2022,0,6.31,27.5,18.5,5720.01
16/09/2022,0,5.13,27,18.5,5720.01
17/09/2022,1.9,4.86,26,19,5720.01
18/09/2022,0.2,3.1,26,19,5720.01
19/09/2022,9.8,2.71,26.5,18.5,5720.01
20/09/2022,0.7,3.69,26.5,18,5720.01
21/09/2022,0,4.14,28,18.5,5720.01
22/09/2022,0,5.62,26,17.5,5720.01
23/09/2022,0,5.55,28,18.5,5720.01
24/09/2022,0,4.97,28,18,5720.01
25/09/2022,0.2,5.33,29.5,18,5708.88
26/09/2022,0,6.21,27.5,18.5,5708.88
27/09/2022,0,6.46,26,17.5,5708.88
28/09/2022,0,6.89,27,17.5,5697.75
29/09/2022,0,5.67,26,16,5697.75
30/09/2022,0,4.88,26.5,15,5686.62
01/10/2022,2.2,4.08,26.5,15.5,5675.5
02/10/2022,0,2.58,25.5,16.5,5675.5
03/10/2022,5.3,1.57,22,18,5664.37
04/10/2022,0,4.33,26.5,16,5653.24
05/10/2022,21.8,2.53,25,16.5,5653.24
06/10/2022,0.01,3.01,25,16,5653.24
07/10/2022,1.4,3.58,24.5,17,5642.11
08/10/2022,0,4.81,25.5,16,5642.11
09/10/2022,0,5.4,27,16.5,5642.11
10/10/2022,0,4.81,27.5,16,5630.98
11/10/2022,0,4.56,28,15.5,5630.98
